contract_address,taker_order_hash,taker_order_maker,maker_asset_id,taker_asset_id,maker_amount_filled,taker_amount_filled,tx_hash,block_number,block_hash,network,tx_index,log_index
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x56233c4e7670407e7fdcc84a77158a3792736a7192859e4635d3d8c6297e2d3e,0xefe719bef002adabd05d04650e1d97e64fefc0a3,0,72010654498176790232353454253814632067849163357642363706263851922894284694982,14329999,64260088,0x116a4419eedc6ee238e57406f6b12ecf934be10112da97c6f3655c8a1240bd72,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0xb81379256cfe6b4ccd4b29e6138a74f59d4be895080cbd18bcedfeb455d22b3f,0xd957113ed4f67ae9c6cd9bac795ab1453a92bcc4,0,46636973274856224359382522260551505515268816606383048878799083762554032528487,1009998,1039093,0x49dac91e0dc0a093f11d56a254430f2bc144888269474788459d2e17395572d2,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x1bc597c2caac5ddd1d1718f663bca4d847f0abcb8e585d2364efbbb9d042a81b,0xcc2deb5fc86c528cb7733b033bb2847511e618b1,0,80957076568129450869686175231049373382785292510301763260592056964542912568759,77844000,78000000,0xf63cace3a3af33b4144b20fdc3bc9038682849787e930c2abfbe738d3b260713,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x61a414789e5d6291386f75bd2f8c7db9752f0892b86825e6119791d0476ad46f,0xd46bb1655741c79b882ed6f82d377345098cebcc,76005700027045000587004110133818166617024719626220722682005164003117993034812,0,23160000,22974720,0xfc3979659d773bb3dda40ceb2f1f9104a5f5d0a84ea813ff2c4e7e686ec8d7c4,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x19702aae09c9c149b8249b27db162edd0cb05b603dbe371f8ad26af2140aca99,0x91124d04885364c1f30b2d2ca879b4f8a60dc8bb,0,86948015916617393493429923792414349911668179276914413747406668660242205292774,3600000,600000000,0x1a3b4b50313a3e5444733c1ebb82a6d1c05189dbf05f4ad56945e6890447dd43,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0xe50b02a004b36c0c43387ea9b506c45b270eb22ed90381b7dc394bd354981c6d,0xf3d5bd2806b61737617c6a4a04da24c09f03f05d,19536177378914889035549826755916171491729721728068639865790542131911351592088,0,44420000,44286740,0x255d77b677360b11026de3ad0341f0216ea579e3f884961b999896d90624a2eb,79213502,0x50a3ea8d6b3babb113aad764440289717ae56d7f6b174685a59a70ff1dd26cef,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x0ac009d670b6166165e085a9524641a273ff3eaae0602b0eeb83d487d41aaf7e,0xa6fe6f20fcc9e11e881e470f8cbbfdbe326c53d9,0,75451051172834512494550300103180129346805464117756687477432133503213607327848,1469983,1532829,0x9f7a76c1c1bb757a75ccd2e4490c2ebe009c6c67a04a215cbcbf72b581284c5b,79213502,0x50a3ea8d6b3babb113aad764440289717ae56d7f6b174685a59a70ff1dd26cef,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x24f9fe01e227fe08f45d1c8e4e0a7871e60bc26947f55ca00a79ec67070d66ab,0xa579dafb0946a049f3da6da14ec230a67733d95a,0,28497249599796866671897542412662636502466223847796887007080440918902211203634,2999948,3039461,0xc1677852dcd41fc57e7d09f135d580a014047824b9f3bd57f29277e2e4b4bc53,79213502,0x50a3ea8d6b3babb113aad764440289717ae56d7f6b174685a59a70ff1dd26cef,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x6958014e1332a7a1d29c19152d46c9c05e8e1748c54df3e5c757857a0dc65072,0x6fd19742dfdcb678bfa438d33ac1517b105ab003,0,108233603819467706476318984012158651931658302669301887462181073562758483842092,8680000,62000000,0x5e05a70f72f5f73895f647504294bc8da8404d793dfb97076fe69f7f350d4546,79213504,0x625226fc133de284116628cf3f797661dc7762da10d0509beed1c35aabbacd53,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0xfe8051c51ebdbbe2931aa577f40b02bc5732472840476e00908323dfa1f1e6f5,0x4425eadd54b1c66c57754bb4b8d6c8a813290d21,91492359260990442934617318258128971614340234252111040063344591752712842979045,0,60350000,3319250,0x72dc8f7a9849a1bc0907ddc5f23e4bf2ec938974b4a5f6637ece31ac70172585,79213504,0x625226fc133de284116628cf3f797661dc7762da10d0509beed1c35aabbacd53,polygon
