contract_address,order_hash,maker,taker,maker_asset_id,taker_asset_id,maker_amount_filled,taker_amount_filled,fee,tx_hash,block_number,block_hash,network,tx_index,log_index
0xc5d563a36ae78145c45a50134d48a1215220f80a,0xf07b912ea7fafdef970b72ac33a5044a7f94c50c852058c9612168b455aa8558,0x997cda7b31612e3c394bfb55440619f3f689251e,0xefe719bef002adabd05d04650e1d97e64fefc0a3,72010654498176790232353454253814632067849163357642363706263851922894284694982,0,64260088,14329999,0,0x116a4419eedc6ee238e57406f6b12ecf934be10112da97c6f3655c8a1240bd72,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x56233c4e7670407e7fdcc84a77158a3792736a7192859e4635d3d8c6297e2d3e,0xefe719bef002adabd05d04650e1d97e64fefc0a3,0xc5d563a36ae78145c45a50134d48a1215220f80a,0,72010654498176790232353454253814632067849163357642363706263851922894284694982,14329999,64260088,0,0x116a4419eedc6ee238e57406f6b12ecf934be10112da97c6f3655c8a1240bd72,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0xcdbcfb6c37b60928b66c382af0cc7f2f38497107d835339ac8fad847893b4bbd,0x28c39a9fa9f3fbf7de6067c0247e48176972da06,0xd957113ed4f67ae9c6cd9bac795ab1453a92bcc4,46636973274856224359382522260551505515268816606383048878799083762554032528487,0,1039093,1009998,0,0x49dac91e0dc0a093f11d56a254430f2bc144888269474788459d2e17395572d2,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0xb81379256cfe6b4ccd4b29e6138a74f59d4be895080cbd18bcedfeb455d22b3f,0xd957113ed4f67ae9c6cd9bac795ab1453a92bcc4,0xc5d563a36ae78145c45a50134d48a1215220f80a,0,46636973274856224359382522260551505515268816606383048878799083762554032528487,1009998,1039093,0,0x49dac91e0dc0a093f11d56a254430f2bc144888269474788459d2e17395572d2,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x989d521c3a3b8723c4f60afdc8c46e6f8e193f84acd7ffa97cd12a5ca9284989,0xb4f2f0c858566fef705edf8efc1a5e9fba307862,0xcc2deb5fc86c528cb7733b033bb2847511e618b1,0,19290389377462768916644385757633311407772059127485132358381285671523884225788,156000,78000000,0,0xf63cace3a3af33b4144b20fdc3bc9038682849787e930c2abfbe738d3b260713,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x1bc597c2caac5ddd1d1718f663bca4d847f0abcb8e585d2364efbbb9d042a81b,0xcc2deb5fc86c528cb7733b033bb2847511e618b1,0xc5d563a36ae78145c45a50134d48a1215220f80a,0,80957076568129450869686175231049373382785292510301763260592056964542912568759,77844000,78000000,0,0xf63cace3a3af33b4144b20fdc3bc9038682849787e930c2abfbe738d3b260713,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0xf60a707a9ba448daa82952930e01bd3caa530530e1c29a4e211f187fa9989ce7,0xed38bd15628d79f408a3e5cc1dfe0ce323ada90f,0xd46bb1655741c79b882ed6f82d377345098cebcc,60590045489347122735554346200880179420435533609307820342798544098823516727807,0,23160000,185280,0,0xfc3979659d773bb3dda40ceb2f1f9104a5f5d0a84ea813ff2c4e7e686ec8d7c4,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x61a414789e5d6291386f75bd2f8c7db9752f0892b86825e6119791d0476ad46f,0xd46bb1655741c79b882ed6f82d377345098cebcc,0xc5d563a36ae78145c45a50134d48a1215220f80a,76005700027045000587004110133818166617024719626220722682005164003117993034812,0,23160000,22974720,0,0xfc3979659d773bb3dda40ceb2f1f9104a5f5d0a84ea813ff2c4e7e686ec8d7c4,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x6f5b7ead04019a22b03779d6067912f6d44b09c86fbe096917248781402b480c,0x7c1fb48fdd61d3cdae80a6ce91b97950d9e1a411,0x91124d04885364c1f30b2d2ca879b4f8a60dc8bb,0,437128025384362340213145495366122616654095002432780051048280923012356349320,44839340,45110000,0,0x1a3b4b50313a3e5444733c1ebb82a6d1c05189dbf05f4ad56945e6890447dd43,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x36635d177708c4bfb5d5aebe3b393abbb12488867909c001fa6319857e7f16a6,0x6993b4f5d7427a7aadaa8046ed049f6de508c79a,0x91124d04885364c1f30b2d2ca879b4f8a60dc8bb,86948015916617393493429923792414349911668179276914413747406668660242205292774,0,554890000,3329340,0,0x1a3b4b50313a3e5444733c1ebb82a6d1c05189dbf05f4ad56945e6890447dd43,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x19702aae09c9c149b8249b27db162edd0cb05b603dbe371f8ad26af2140aca99,0x91124d04885364c1f30b2d2ca879b4f8a60dc8bb,0xc5d563a36ae78145c45a50134d48a1215220f80a,0,86948015916617393493429923792414349911668179276914413747406668660242205292774,3600000,600000000,0,0x1a3b4b50313a3e5444733c1ebb82a6d1c05189dbf05f4ad56945e6890447dd43,79213501,0x9655ff39300ed1dd00e351e34b3ecaeb964305ae3d2b2c9f5d6cfbc1d776a54d,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0xe13e8d04e6d7ce13cfdfdfe2f7bf3e0bf818d9c186897c421a919a978302e1d6,0x2d27e4d20f3b8a2ee3bc861d9b83752f338676d8,0xf3d5bd2806b61737617c6a4a04da24c09f03f05d,37945569058232371209090766565695503688523854587394394089524145486898615500384,0,44420000,133260,0,0x255d77b677360b11026de3ad0341f0216ea579e3f884961b999896d90624a2eb,79213502,0x50a3ea8d6b3babb113aad764440289717ae56d7f6b174685a59a70ff1dd26cef,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0xe50b02a004b36c0c43387ea9b506c45b270eb22ed90381b7dc394bd354981c6d,0xf3d5bd2806b61737617c6a4a04da24c09f03f05d,0xc5d563a36ae78145c45a50134d48a1215220f80a,19536177378914889035549826755916171491729721728068639865790542131911351592088,0,44420000,44286740,0,0x255d77b677360b11026de3ad0341f0216ea579e3f884961b999896d90624a2eb,79213502,0x50a3ea8d6b3babb113aad764440289717ae56d7f6b174685a59a70ff1dd26cef,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0xa56aabe5d3b847503f2cc69364d4757217d024892247eda15b528cbe294a5947,0x3969b3ec94f4490816ccde65fae1cf8e1f246e2c,0xa6fe6f20fcc9e11e881e470f8cbbfdbe326c53d9,0,28238304963115391468520084611709080022027216241044579007402765414035709535435,62846,1532829,0,0x9f7a76c1c1bb757a75ccd2e4490c2ebe009c6c67a04a215cbcbf72b581284c5b,79213502,0x50a3ea8d6b3babb113aad764440289717ae56d7f6b174685a59a70ff1dd26cef,polygon
0xc5d563a36ae78145c45a50134d48a1215220f80a,0x0ac009d670b6166165e085a9524641a273ff3eaae0602b0eeb83d487d41aaf7e,0xa6fe6f20fcc9e11e881e470f8cbbfdbe326c53d9,0xc5d563a36ae78145c45a50134d48a1215220f80a,0,75451051172834512494550300103180129346805464117756687477432133503213607327848,1469983,1532829,0,0x9f7a76c1c1bb757a75ccd2e4490c2ebe009c6c67a04a215cbcbf72b581284c5b,79213502,0x50a3ea8d6b3babb113aad764440289717ae56d7f6b174685a59a70ff1dd26cef,polygon
